daysPassed,meanError,stdError,maxError,percWithinOneMeter,TMMno
18,0.151039121941025,0.159259989342194,1.56120679300372,98.8451299718133,11
44,0.142252530994258,0.112104370782624,1.32346584073352,99.6323859051376,3
43,0.15366642639758,0.157874106572292,1.7105477150507,99.0509862299963,3
12,0.171744895237431,0.157843308792562,1.36281972537839,99.2614699782488,6
35,0.165699421102968,0.132969732080279,1.72611849419391,99.8807038473009,5
50,0.158270428533753,0.136465863520631,1.33678410125605,99.5730337078652,4
105,0.18946505882407,0.160287260844243,1.47335940509653,99.6337458954281,9
54,0.151838538704128,0.0863432039384968,0.519213854845077,100,1
44,0.15543155625658,0.144002354757559,1.3083535865214,99.6026332957713,4
